bugID,week,month,yearday,hour,day,commit_size,changed_file,churn,committer_exp,reporter_exp,assignee_exp,keyword,fix_time,invalid_status,severity,priority,platform,title_size,cc_count,reopened
1,Tue,Jun,168,18,17,6,1,2,662,1,1,YES,14.0,NO,normal,P3,All,6,7,NO
1,Mon,Jul,195,14,14,8,1,1307,673,1,1,NO,14.0,NO,normal,P3,All,6,7,NO
1,Tue,Sep,245,15,2,10,1,16,702,1,1,YES,14.1,NO,normal,P3,All,6,7,NO
1,Tue,Sep,245,20,2,7,1,2,703,1,1,YES,14.1,NO,normal,P3,All,6,7,NO
1,Wed,Sep,246,15,3,8,1,22,704,1,1,YES,14.1,NO,normal,P3,All,6,7,NO
1,Wed,Sep,246,18,3,8,1,2,705,1,1,YES,14.1,NO,normal,P3,All,6,7,NO
1,Thu,Sep,254,22,11,14,1,36,711,1,1,YES,14.1,NO,normal,P3,All,6,7,NO
1,Tue,Oct,280,20,7,5,2,3191,743,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Tue,Oct,294,18,21,5,2,1448,765,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Tue,Oct,294,18,21,5,1,2,766,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Tue,Oct,294,20,21,5,1,55,767,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Wed,Oct,295,15,22,5,1,462,768,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Wed,Oct,295,17,22,5,2,3976,769,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Wed,Oct,295,18,22,5,1,2,770,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Thu,Oct,296,15,23,5,1,10,771,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Mon,Oct,300,11,27,5,4,28,12,1,1,YES,14.2,NO,normal,P3,All,6,7,NO
1,Mon,Oct,300,16,27,4,1,44,773,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Tue,Oct,301,17,28,4,1,4,774,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Wed,Oct,302,14,29,4,1,48,775,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Wed,Oct,302,16,29,4,1,48,776,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Wed,Oct,302,20,29,4,1,31,777,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Wed,Oct,302,21,29,4,1,16,778,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Wed,Oct,302,21,29,4,1,16,779,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Thu,Oct,303,14,30,4,1,1,783,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Thu,Oct,303,14,30,4,1,4,784,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Thu,Oct,303,14,30,4,1,4,785,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Thu,Oct,303,18,30,4,1,6,789,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Fri,Oct,304,18,31,4,1,7,790,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Mon,Nov,307,14,3,4,1,56,791,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Tue,Nov,308,17,4,4,1,6,795,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Tue,Nov,308,18,4,4,1,16,796,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Tue,Nov,308,20,4,4,1,21,797,1,1,NO,14.2,NO,normal,P3,All,6,7,NO
1,Fri,Dec,339,15,5,13,4,12,849,1,1,NO,14.3,NO,normal,P3,All,6,7,NO
1,Fri,Dec,339,20,5,4,1,2,853,1,1,NO,14.3,NO,normal,P3,All,6,7,NO
1,Tue,Dec,343,15,9,2,1,4036,857,1,1,NO,14.3,NO,normal,P3,All,6,7,NO
1,Tue,Dec,343,17,9,15,3,16,858,1,1,YES,14.3,NO,normal,P3,All,6,7,NO
1,Fri,Jan,9,16,9,10,2,106,889,1,1,NO,14.4,NO,normal,P3,All,6,7,NO
1,Sun,Feb,53,18,22,6,51,13891,52,1,1,NO,14.4,NO,normal,P3,All,6,7,NO
1,Tue,Feb,55,22,24,5,1,4074,927,1,1,NO,14.4,NO,normal,P3,All,6,7,NO
